<MarkerSet>

<Name>
All
</Name>

<Markers>
Skeleton:Hip1
Skeleton:Hip2
Skeleton:Hip3
Skeleton:Hip4
Skeleton:Chest1
Skeleton:Chest3
Skeleton:Chest2
Skeleton:Head3
Skeleton:Head2
Skeleton:Head1
Skeleton:LUArm1
Skeleton:LUArm2
Skeleton:LUArm3
Skeleton:LHand1
Skeleton:LHand3
Skeleton:LHand2
Skeleton:RUArm1
Skeleton:RUArm2
Skeleton:RUArm3
Skeleton:RHand1
Skeleton:RHand3
Skeleton:RHand2
Skeleton:LThigh2
Skeleton:LThigh1
Skeleton:LShin2
Skeleton:LShin1
Skeleton:LFoot2
Skeleton:LFoot1
Skeleton:RThigh2
Skeleton:RThigh1
Skeleton:RShin2
Skeleton:RShin1
Skeleton:RFoot1
Skeleton:RFoot2
</Markers>

<Data>
Frame#	M0X	M0Y	M0Z	M1X	M1Y	M1Z	M2X	M2Y	M2Z	M3X	M3Y	M3Z	M4X	M4Y	M4Z	M5X	M5Y	M5Z	M6X	M6Y	M6Z	M7X	M7Y	M7Z	M8X	M8Y	M8Z	M9X	M9Y	M9Z	M10X	M10Y	M10Z	M11X	M11Y	M11Z	M12X	M12Y	M12Z	M13X	M13Y	M13Z	M14X	M14Y	M14Z	M15X	M15Y	M15Z	M16X	M16Y	M16Z	M17X	M17Y	M17Z	M18X	M18Y	M18Z	M19X	M19Y	M19Z	M20X	M20Y	M20Z	M21X	M21Y	M21Z	M22X	M22Y	M22Z	M23X	M23Y	M23Z	M24X	M24Y	M24Z	M25X	M25Y	M25Z	M26X	M26Y	M26Z	M27X	M27Y	M27Z	M28X	M28Y	M28Z	M29X	M29Y	M29Z	M30X	M30Y	M30Z	M31X	M31Y	M31Z	M32X	M32Y	M32Z	M33X	M33Y	M33Z	
726	-366.67850	973.56146	369.80402	-158.09087	971.79370	80.72194	-389.16385	925.39990	117.43176	-103.87995	971.47821	213.93411	-224.99265	1443.76367	274.82578	-116.72773	1332.83740	215.82391	-265.24133	1329.83875	356.40717	-343.17197	1610.05164	-65.19442	-241.40350	1648.22900	86.68745	-443.01547	1653.92786	149.66412	-586.67554	1186.87427	263.28683	-467.70761	1243.27002	341.06030	-494.11093	1368.53662	320.95825	-610.11115	1458.84314	46.44775	-617.35388	1390.72473	82.80597	-527.27075	1433.39612	139.86954	38.68219	1270.37476	-36.14375	-30.66397	1336.91064	59.82216	-107.18504	1391.90662	-8.61970	-216.24971	1421.77368	-185.35733	-170.58278	1414.52820	-57.97829	-165.23270	1382.14209	-167.05077	-471.77808	498.45282	463.39978	-479.50400	631.83643	328.15891	-373.03165	144.84006	699.76666	-430.16879	257.50613	555.34735	-423.24161	38.61165	585.74744	-434.70575	25.01077	702.08417	-195.12662	505.98288	-77.08245	-285.54590	614.81824	-62.63825	-114.15854	88.30005	-66.13992	-236.11003	298.08322	-91.42043	-236.69739	50.41395	-186.94586	-137.16963	32.75946	-187.98381
727	-362.71451	976.25189	368.15128	-158.70424	973.39093	76.15041	-388.95340	928.17621	117.60442	-102.24875	973.64233	208.63791	-222.50285	1446.50696	268.65305	-117.37431	1332.17334	205.56549	-260.57260	1333.65820	351.33987	-345.35507	1610.75720	-70.34078	-242.94695	1647.89600	81.17640	-444.11151	1655.13708	145.01141	-583.91144	1189.76978	267.65903	-463.43430	1246.58594	341.06351	-490.86569	1371.95264	321.68344	-611.87854	1465.10608	56.28203	-619.77692	1394.44983	90.01073	-525.77844	1434.12097	141.80772	38.27691	1285.58240	-54.56439	-31.43526	1345.86426	44.58003	-111.09326	1401.21802	-19.51505	-216.93280	1435.73547	-205.59628	-174.00409	1425.11047	-77.13334	-166.07889	1396.13879	-186.71451	-479.25119	500.62393	454.86487	-483.10947	636.53503	322.32379	-375.25073	148.92113	691.90686	-435.78247	260.31821	547.24249	-430.07547	34.19106	587.87250	-436.05249	29.89322	695.82916	-196.36339	505.88782	-77.71464	-287.34198	614.29999	-62.18331	-113.87501	88.78964	-67.14853	-237.24864	298.00479	-90.79480	-237.28812	50.45696	-187.10989	-137.50836	32.86578	-188.70564
728	-358.88663	978.44354	367.32416	-159.63939	974.64587	72.30579	-388.99826	930.40674	116.91420	-100.72277	975.89325	203.69392	-220.30194	1449.18433	263.80261	-117.95675	1334.48706	195.38147	-256.59283	1336.67456	346.70398	-346.90842	1611.23047	-74.89125	-243.88243	1648.11157	76.39516	-445.21976	1656.15906	140.46013	-583.40417	1193.89172	270.78415	-460.19681	1250.71472	340.90723	-487.68506	1375.76392	321.64038	-613.71887	1471.31421	62.79995	-621.23322	1400.52747	97.46046	-523.68689	1436.67041	144.00494	37.33450	1302.73181	-74.15781	-32.01790	1355.55212	28.50649	-115.91864	1411.44177	-29.31689	-216.36322	1450.86731	-229.88094	-177.96082	1437.84668	-100.76399	-165.02103	1412.22546	-211.08659	-486.77563	503.05045	446.31955	-486.97101	641.39581	316.74863	-378.01108	153.70061	684.14423	-439.94528	262.74277	538.34869	-431.74225	36.41909	582.16742	-437.35080	34.05022	689.15198	-197.15442	505.90195	-77.95296	-289.17581	613.46906	-61.17876	-113.49943	89.07030	-67.69991	-238.19685	297.90851	-89.74914	-237.71875	50.22589	-186.88953	-137.80252	33.04745	-189.16898
729	-354.79645	980.15265	367.05762	-160.50188	975.97632	68.36726	-388.63696	932.71960	116.54468	-99.89130	977.99921	199.07277	-218.12297	1451.40234	259.70779	-117.45184	1336.70300	187.26895	-252.96953	1339.44519	342.99832	-348.06372	1611.20862	-78.72769	-245.20993	1648.54529	71.97463	-445.93777	1656.81360	136.29312	-583.91321	1199.31335	272.79669	-459.23404	1254.69080	340.45871	-486.00586	1380.14563	322.70325	-615.76263	1478.61328	69.85744	-621.92395	1408.28699	103.84035	-521.52252	1440.36157	145.68048	34.42472	1321.22791	-94.31335	-33.35669	1366.02942	12.77783	-120.51505	1422.46399	-38.10541	-213.95515	1468.81921	-258.67242	-182.69186	1452.17297	-126.31948	-162.85715	1430.54553	-238.61118	-493.61707	505.61398	437.99796	-490.73877	646.01520	311.90579	-379.25021	158.10500	675.80530	-444.61609	266.19614	529.93481	-435.08063	40.20118	576.27716	-438.13254	38.47164	683.40912	-197.72481	505.84598	-77.68847	-290.54733	612.99219	-59.59601	-113.30720	89.18466	-68.24293	-238.37053	297.54233	-88.71392	-237.99371	50.14050	-186.92152	-137.98456	33.19192	-189.52068
730	-351.34930	981.69092	367.75244	-161.18497	977.22607	65.72198	-388.63498	934.54370	117.28956	-98.36864	980.00232	195.64204	-215.82689	1453.42505	255.67001	-117.56039	1338.63452	180.52567	-249.98012	1341.77185	339.72943	-349.98981	1610.70459	-82.39999	-246.57915	1648.57727	68.06081	-447.04303	1657.64343	132.88702	-585.72650	1205.37061	273.34827	-467.77472	1253.46057	335.57040	-483.98587	1384.49829	323.50006	-613.65857	1488.74963	76.33786	-621.25055	1416.80493	108.64672	-519.09155	1444.84265	146.86732	30.20773	1340.38684	-114.10158	-35.37519	1376.71887	-2.12651	-126.16882	1434.08142	-46.30580	-209.03470	1489.16101	-291.33691	-191.67047	1464.84204	-159.70634	-158.90555	1451.32214	-269.22803	-500.02902	508.57449	430.20358	-494.48599	650.95447	307.36560	-379.62332	167.79742	663.53662	-448.60443	269.41656	521.17078	-439.85168	45.18966	569.77570	-439.44818	43.72859	677.03009	-198.49904	505.54526	-76.71848	-291.21988	612.36060	-57.66063	-113.19179	89.03512	-68.49736	-238.38748	297.42059	-87.45152	-238.24542	50.03812	-186.95740	-138.10776	33.39292	-189.99612
731	-348.22675	982.84479	368.02103	-161.37529	978.47736	63.57837	-388.91238	936.55383	117.34595	-97.09982	981.73517	192.62521	-214.15909	1455.05981	252.60919	-118.00288	1340.67444	174.93410	-247.24817	1343.49463	336.95944	-351.41763	1610.27332	-85.03357	-247.42740	1649.39014	64.79388	-448.14243	1658.31848	130.49669	-587.98010	1212.32813	273.74396	-468.56924	1258.43701	335.77786	-482.45230	1389.26440	322.16785	-611.34851	1498.21106	81.16715	-619.39813	1425.41602	112.39904	-511.16986	1448.74194	143.82045	22.97997	1359.80981	-134.15306	-38.39362	1387.65723	-16.95422	-131.97784	1445.33899	-53.50788	-203.30257	1510.90759	-328.22641	-198.65590	1479.44690	-197.19034	-152.87943	1472.95056	-302.16281	-506.06073	511.18124	423.13776	-497.79828	655.80463	302.84125	-380.48349	171.08243	654.26367	-452.34659	272.58682	513.11877	-445.03174	50.99799	561.80273	-442.62827	49.31158	668.48883	-198.35750	505.56320	-75.53361	-291.11212	611.79102	-55.97447	-113.02736	89.18420	-68.65317	-238.15973	297.71976	-86.29987	-238.42596	49.98338	-186.89958	-138.47456	33.51461	-190.24091
732	-345.44751	984.40607	368.68137	-161.95334	979.50049	62.03214	-389.11798	938.12482	118.62933	-95.85708	983.31812	190.47264	-213.02910	1455.79175	247.55040	-118.57279	1342.46301	169.63435	-245.38695	1345.26050	334.50470	-353.17661	1610.25146	-87.60184	-248.60007	1650.17480	62.05672	-448.50861	1658.83728	127.82006	-591.60272	1219.62109	273.70389	-470.98239	1263.46362	334.82446	-481.52725	1393.97449	320.64172	-608.34406	1507.75293	84.73136	-617.85278	1434.63708	114.72740	-508.52228	1453.57361	145.67305	13.80983	1379.52185	-153.52637	-42.41228	1398.94299	-31.02092	-138.75240	1456.00708	-59.72256	-193.78691	1531.53564	-366.41129	-206.15868	1496.40491	-238.63466	-146.08034	1493.93457	-336.89444	-510.79590	514.80762	416.94006	-500.33719	660.30444	299.87616	-381.63373	173.29884	644.45264	-456.13943	275.98517	505.69217	-451.18848	57.04038	552.13812	-447.29663	55.04948	659.39661	-197.57924	505.69629	-74.07771	-290.99612	611.50244	-53.96968	-112.90529	89.07167	-68.65031	-237.45251	297.88907	-84.68414	-238.59840	49.88676	-186.73285	-138.69144	33.76045	-190.38547
733	-343.04111	985.77039	369.26215	-161.84160	980.35754	61.39817	-389.05688	939.43616	119.83369	-95.08813	984.32056	188.99165	-211.63054	1457.38477	245.08310	-118.56105	1344.56580	164.80341	-243.62737	1346.71960	332.15649	-353.63211	1610.89221	-89.46288	-249.38603	1651.05774	59.51673	-449.35294	1659.75366	126.14072	-594.69849	1226.77808	273.20709	-473.56018	1268.75269	333.43307	-480.85983	1398.58484	319.43097	-604.83740	1516.79175	87.18506	-616.30499	1443.56055	115.88514	-508.23062	1461.20264	148.52078	4.41943	1400.01697	-171.50356	-48.02567	1410.51355	-44.77002	-146.91107	1466.51733	-65.52763	-182.76564	1549.19275	-407.15057	-209.80879	1515.78857	-283.38831	-138.53072	1512.72852	-373.45908	-514.33606	517.96844	411.70605	-502.47931	664.95929	297.23270	-381.60385	177.97331	632.47742	-459.92453	278.81717	497.96838	-458.24594	62.09429	542.34924	-451.91162	59.36527	649.40491	-195.83835	505.86438	-72.26567	-289.85757	611.42139	-52.02475	-112.77223	89.01533	-68.59360	-236.80783	298.31357	-83.57737	-238.72145	49.90265	-186.68745	-138.99176	33.84997	-190.49750
734	-341.44843	987.16278	369.55743	-161.93346	981.35529	60.96588	-388.95990	940.47656	120.94152	-93.53310	985.73132	188.59065	-210.47780	1458.77893	242.77055	-118.14919	1346.70251	160.87402	-242.64114	1348.15588	330.30133	-354.89301	1611.55859	-91.22836	-249.84700	1652.52356	57.70773	-450.00275	1660.43506	124.84529	-598.40173	1233.79004	271.78049	-476.25006	1273.39807	332.13242	-480.51291	1403.07312	317.70056	-601.43756	1525.58325	89.02585	-614.04980	1451.98450	116.79565	-505.84311	1467.33057	150.33762	-9.31415	1419.45593	-190.44249	-55.10841	1422.33411	-58.20655	-155.86368	1476.59277	-70.77010	-167.87094	1564.79993	-448.27380	-211.95012	1534.23547	-329.62988	-128.48965	1529.41138	-408.84717	-516.98431	521.15277	407.10330	-504.41861	669.45313	294.80963	-384.33603	177.37804	622.69568	-463.93091	281.39478	490.98779	-465.98450	66.97132	531.40820	-458.46066	63.02810	638.02820	-194.15614	505.92102	-70.61560	-288.23563	611.43427	-50.26246	-112.71619	88.98306	-68.56483	-235.57468	298.77011	-82.16453	-238.70396	49.87003	-186.54456	-139.28987	34.10958	-190.61459
735	-339.97720	988.85303	370.22250	-161.52032	982.15442	61.24919	-388.44186	941.52942	122.08863	-92.79752	986.79279	188.87579	-209.57689	1460.20630	241.03818	-118.24243	1348.73450	157.44620	-242.13876	1349.43811	329.03772	-355.49713	1612.06641	-91.95527	-250.95714	1653.72461	56.17934	-450.95041	1661.20972	123.67785	-601.65015	1240.42371	270.54660	-479.08755	1278.16272	330.85941	-480.72293	1407.19299	316.41837	-598.02765	1533.95251	90.56246	-612.00049	1460.03882	117.34406	-504.40054	1473.14880	153.13422	-25.90217	1439.14966	-209.10687	-63.33210	1434.27466	-70.74586	-166.17160	1486.39282	-74.82053	-148.20410	1577.30286	-490.53549	-208.89584	1552.43518	-376.14542	-117.34406	1543.93213	-444.72241	-518.97363	523.53748	402.65906	-506.24121	673.76849	292.60010	-386.91870	176.29521	612.14063	-467.96472	282.81558	483.56754	-471.95126	69.80299	520.22656	-464.87128	65.48858	626.10559	-191.55161	506.47034	-68.29906	-286.02594	611.81366	-48.74884	-112.34150	88.92685	-68.33759	-234.07698	299.52713	-81.19935	-238.66489	49.96275	-186.58943	-139.36948	34.14065	-190.69481
736	-339.32941	990.51105	370.22061	-160.44214	982.84637	61.87976	-387.93777	942.44318	122.29112	-92.06357	988.02612	189.54582	-209.30782	1461.63245	239.72011	-118.75528	1350.64233	154.39420	-241.37970	1350.92932	328.04086	-355.98453	1613.07275	-92.96983	-251.10138	1655.31970	55.43911	-451.06076	1662.14258	122.68522	-605.19019	1246.47375	269.50888	-481.46640	1282.51721	329.30084	-480.71722	1410.95557	315.39737	-594.26666	1541.28381	92.07642	-609.24915	1467.57056	118.11403	-502.00223	1478.99719	154.90411	-45.29526	1459.30310	-226.53973	-74.01999	1446.47839	-82.46682	-177.00270	1495.92285	-78.13118	-128.72076	1585.12146	-528.79590	-206.81033	1569.55273	-423.31177	-105.44910	1554.83130	-476.64542	-520.04596	525.70166	398.24866	-507.68130	677.59058	291.05933	-390.95880	174.52461	601.39117	-471.58994	283.65140	475.83896	-479.01486	72.93498	507.32477	-480.42221	74.65884	612.66266	-188.85562	506.91034	-65.85290	-283.70273	612.12183	-47.04585	-112.29494	88.95043	-68.37223	-232.01286	300.04297	-79.75171	-238.64088	50.00363	-186.59453	-139.45581	34.15968	-190.71507
737	-339.28046	992.46814	370.41336	-159.25099	983.54468	62.85314	-387.34286	943.29803	123.21658	-91.32996	989.24310	190.66759	-208.54816	1462.95898	238.07642	-119.14571	1352.63293	151.21075	-241.26558	1352.59119	327.41702	-356.54749	1614.18433	-93.28258	-251.92230	1656.61096	54.86369	-451.37463	1662.72876	122.17146	-607.86017	1252.26111	267.84692	-483.69968	1286.36230	328.07193	-481.20398	1414.49622	313.81448	-590.57306	1548.32910	93.65965	-607.36237	1474.50574	118.19519	-499.87531	1483.63916	156.26491	-67.33507	1479.25549	-241.16216	-83.92372	1459.50537	-93.74413	-189.65552	1505.62878	-81.50053	-108.69986	1588.72632	-562.70636	-199.93661	1583.12549	-466.26871	-92.47929	1561.60144	-503.88586	-521.17419	527.18835	393.74875	-508.58139	680.34064	289.61844	-395.86111	171.13208	591.23566	-474.78085	283.59396	467.74161	-485.89661	75.19074	493.28528	-487.94592	73.84899	598.14032	-185.76317	507.31735	-63.33997	-280.41904	612.39893	-45.48946	-111.29943	89.14695	-68.52635	-230.35406	300.91949	-78.64942	-238.48761	50.18319	-186.67149	-139.34470	34.16222	-190.89041
738	-339.46301	994.36603	370.51431	-158.24626	984.20563	64.11334	-386.40073	944.25983	123.64742	-91.31232	990.38507	192.34132	-208.11116	1463.96570	235.99350	-119.69530	1354.77930	147.48317	-241.27184	1354.17090	326.68369	-357.15805	1615.75854	-93.87570	-252.41443	1658.31738	54.28386	-451.99908	1663.09924	122.27639	-610.35675	1257.21313	266.60254	-485.41162	1290.01868	326.95663	-481.05954	1417.70215	312.52640	-586.46246	1554.24011	95.31279	-604.70221	1480.36914	119.22073	-497.80521	1487.90930	157.79645	-90.97968	1498.82715	-251.35406	-99.12702	1471.65027	-104.23489	-204.17706	1515.80347	-84.30465	-85.06846	1585.31177	-582.10004	-189.93254	1590.70068	-503.07410	-79.24833	1563.36621	-521.66095	-522.13159	527.89703	389.19614	-509.73499	682.76697	287.74942	-405.14124	160.79874	585.08496	-478.19818	282.84268	459.27316	-491.36722	77.30264	477.60526	-495.51736	71.68504	582.71277	-182.96884	507.41470	-60.55264	-277.72495	612.52563	-43.54350	-110.71661	88.98940	-68.53267	-228.29681	301.85861	-77.50120	-238.28728	50.24852	-186.59953	-139.30185	34.21516	-191.08266
739	-340.19315	996.54572	370.58542	-156.69409	984.87073	65.72858	-385.57071	945.49133	123.66085	-90.90352	991.78955	194.28236	-207.42989	1465.36218	233.74582	-120.71925	1358.55774	143.18417	-241.51839	1355.96216	325.78882	-357.76770	1617.60522	-94.13233	-252.97249	1659.61267	53.85888	-452.01578	1663.14490	122.30804	-612.29242	1261.89954	266.18137	-486.84119	1293.49268	326.28107	-481.13135	1420.85144	310.86316	-583.69421	1559.34302	96.43324	-602.93292	1485.67664	119.66579	-495.73068	1491.27039	159.23099	-110.97923	1516.18774	-256.59976	-116.35598	1483.95557	-113.42964	-219.85933	1524.82385	-85.96236	-61.83821	1577.12048	-585.82953	-179.27414	1593.62305	-526.78149	-68.44295	1559.32654	-523.86066	-522.82898	528.13892	384.39203	-511.20026	684.96368	286.81573	-412.20459	156.31194	574.49518	-481.57687	281.73398	450.02109	-496.71896	78.10939	461.52710	-503.88760	67.94167	566.19623	-179.73828	507.94809	-57.57378	-274.78702	612.61670	-41.86257	-110.02790	89.05232	-68.68842	-226.27061	302.38565	-76.45229	-237.96696	50.43001	-186.64618	-139.38799	34.21134	-191.27563
740	-341.45816	998.37231	370.28088	-155.29982	985.39856	67.27293	-384.65295	946.74426	123.47905	-91.03838	992.71790	196.92580	-207.16145	1467.36218	230.54366	-122.18011	1363.60168	137.92914	-241.54094	1357.87036	324.85162	-358.23956	1620.19104	-94.56136	-253.06892	1661.43530	53.60574	-451.99594	1663.08606	122.72820	-613.87097	1265.98145	266.79285	-480.66052	1295.57166	326.84924	-480.66309	1423.87195	309.22641	-580.33954	1563.45801	97.73772	-600.20526	1490.64966	121.31898	-493.94366	1494.13049	160.11644	-126.03085	1527.44800	-257.85544	-132.89893	1495.71448	-119.87984	-234.86682	1533.75269	-86.34097	-46.41550	1566.67163	-576.65863	-171.21609	1591.24524	-539.34216	-63.42467	1553.11377	-517.12115	-523.59930	527.75330	379.30585	-510.93137	685.88776	284.35919	-419.36215	149.66267	563.17914	-484.56805	280.13824	440.92972	-501.11169	78.57337	444.64886	-511.64240	63.64423	548.46692	-177.18277	508.04037	-55.04418	-271.88812	612.90961	-40.38924	-109.57736	88.80838	-68.71918	-224.53835	302.73486	-75.13406	-237.87439	50.45524	-186.66565	-139.12990	34.20996	-191.48524
741	-342.65289	1000.25012	370.09799	-153.35754	986.41089	69.43280	-383.80377	948.19989	123.44186	-91.57599	993.35815	199.60153	-207.56670	1469.90222	227.21957	-124.30367	1368.96033	132.64627	-241.01294	1360.07739	323.22879	-359.22513	1622.41882	-94.71329	-253.82060	1662.47144	53.29841	-452.31427	1663.19910	123.20308	-614.32056	1269.07483	267.05661	-480.88422	1298.59436	326.24832	-480.38660	1426.66650	307.74905	-578.25653	1566.93091	98.78796	-598.44238	1494.22351	121.97469	-491.63507	1495.95129	160.04181	-135.62218	1534.11377	-256.36868	-145.16551	1505.79053	-122.29428	-249.00035	1542.44128	-85.14924	-40.23226	1559.48120	-570.74323	-166.90196	1586.41272	-543.42493	-61.82641	1546.28406	-511.18869	-522.83795	527.84009	374.88425	-510.41086	686.36035	281.49884	-423.60284	139.38774	557.81482	-486.71542	278.17374	431.65982	-503.71378	79.74672	427.11450	-521.56396	59.15025	526.81256	-174.76216	508.19104	-52.20110	-269.16873	612.88831	-38.57397	-109.27256	88.79002	-68.54608	-223.04343	303.15231	-73.86112	-237.86241	50.50997	-186.70045	-139.19350	34.28216	-191.63174
742	-344.40381	1001.87244	369.27560	-151.62869	987.39709	71.07948	-382.60040	949.49738	122.54065	-91.09918	994.74908	201.91019	-208.78880	1472.78577	224.12634	-128.04575	1373.51807	127.80662	-240.12064	1362.53967	321.29196	-360.52893	1624.81592	-94.79675	-254.83369	1663.68787	52.99711	-453.22919	1663.71960	123.69540	-614.80225	1271.31079	267.08517	-481.30905	1300.80310	325.53540	-480.20715	1428.89490	306.46033	-576.08521	1569.12073	99.92409	-597.26892	1496.75305	123.26463	-489.77151	1496.88782	160.06462	-142.80113	1538.14404	-254.78456	-150.64519	1515.18884	-119.17351	-262.59442	1548.87451	-85.61437	-38.73245	1556.83960	-565.85107	-166.38939	1578.65039	-543.40729	-61.27280	1546.83459	-506.10852	-521.96887	527.05713	370.41919	-509.21005	686.58301	278.62219	-431.54617	133.67351	545.50854	-489.29758	275.96002	422.28467	-506.63531	79.19241	410.84766	-528.03717	53.90814	509.19305	-172.92494	508.10968	-49.76728	-266.94009	612.83990	-36.75916	-109.17250	88.96216	-68.48862	-222.11975	303.66809	-72.61694	-237.87115	50.55973	-186.74683	-139.30548	34.35801	-191.65285
743	-345.62286	1003.64636	368.28210	-149.52640	988.51056	72.85665	-381.05392	950.87445	121.90975	-91.14421	995.97150	204.34766	-210.77245	1476.19958	221.88885	-131.01457	1377.82288	124.71086	-240.15327	1365.07349	319.36279	-361.73090	1626.78796	-94.95058	-256.12265	1663.96399	53.33728	-455.35767	1664.49890	123.86463	-614.66040	1272.35217	267.24097	-481.43216	1302.53284	325.30121	-481.12534	1430.73096	305.58606	-574.51721	1570.65955	101.00694	-595.95740	1498.59363	125.11696	-487.31467	1497.56335	159.21611	-146.70544	1538.79797	-251.58847	-156.38060	1517.67957	-118.19998	-271.49921	1551.17798	-87.51690	-41.40865	1556.49670	-564.45972	-171.24196	1565.95398	-543.70813	-63.14514	1551.17371	-504.73236	-520.49500	526.01947	366.56033	-507.03793	686.16357	274.89365	-439.56891	127.71960	534.33545	-495.23422	275.90643	411.58151	-509.33151	78.55901	395.63474	-535.72668	48.94000	491.95883	-171.46814	508.48071	-47.52674	-265.58551	612.92902	-34.37829	-109.27818	89.28661	-68.42919	-221.70096	304.40729	-71.40255	-237.91580	50.60434	-186.75160	-139.50906	34.37864	-191.55244
744	-346.84903	1005.03290	367.30832	-148.22968	989.77966	74.06839	-379.84778	952.03418	120.75028	-91.26405	997.47339	206.59018	-213.43867	1479.69409	221.16998	-133.74182	1381.48511	123.85323	-240.64769	1367.66846	317.19333	-363.08774	1627.89282	-94.61398	-257.93069	1663.80054	54.45701	-457.11813	1665.36328	123.87725	-614.32367	1271.93823	265.40765	-488.00226	1304.26282	323.77728	-482.49777	1431.92981	305.49109	-574.10303	1570.88342	101.85588	-595.32263	1498.90625	126.49570	-485.81766	1497.45752	159.01340	-147.74417	1536.49524	-247.44551	-158.97502	1515.62024	-113.41679	-279.20822	1551.02075	-91.33884	-48.18377	1558.23621	-567.90881	-177.72137	1554.18958	-540.70343	-67.25728	1554.90369	-506.62012	-518.18018	524.36749	363.00909	-505.52649	685.94452	271.94632	-447.81778	122.20695	524.24768	-496.49695	272.94400	404.43262	-512.52515	76.48357	382.63055	-541.44336	43.53043	476.88239	-170.82068	509.05420	-45.39243	-264.63126	613.10992	-32.55133	-109.30056	89.97963	-68.21899	-221.32939	305.02121	-70.30195	-238.01007	50.67150	-186.66171	-139.86887	34.66621	-191.38791
745	-348.49490	1006.03583	366.10394	-146.81149	991.18738	75.58466	-379.09241	952.93445	120.16432	-91.21317	998.97009	208.06702	-217.22250	1482.46875	222.28773	-136.37610	1384.46082	125.50171	-242.58754	1370.17383	315.40408	-363.60062	1628.56348	-93.95451	-259.75354	1663.31384	56.69838	-460.32242	1666.33264	123.75371	-613.90076	1269.83936	264.97165	-487.79037	1304.33984	323.94363	-485.23996	1432.61340	306.18411	-573.70691	1569.83887	102.54706	-595.60254	1497.60193	127.73645	-485.72269	1496.82080	159.03600	-147.15794	1531.43445	-245.02957	-159.31113	1513.47729	-108.77260	-279.51114	1548.74341	-89.67381	-58.56886	1555.20947	-571.06879	-186.30449	1543.18799	-537.92871	-74.68641	1554.32788	-508.71426	-515.10901	522.38580	359.85574	-502.72650	684.41412	268.43945	-455.69357	117.34502	515.65863	-497.86505	269.90063	397.65207	-515.63715	73.52193	372.06018	-546.86902	37.37632	464.01144	-170.31078	509.93835	-43.93856	-264.06992	613.71930	-30.69648	-110.13440	90.60097	-68.24271	-221.10963	306.05371	-69.70980	-238.30954	50.83606	-186.69290	-140.33968	34.91942	-191.30109
</Data>

</MarkerSet>
