<MarkerSet>

<Name>
All
</Name>

<Markers>
Skeleton:Hip1
Skeleton:Hip2
Skeleton:Hip3
Skeleton:Hip4
Skeleton:Chest1
Skeleton:Chest3
Skeleton:Chest2
Skeleton:Head3
Skeleton:Head2
Skeleton:Head1
Skeleton:LUArm1
Skeleton:LUArm2
Skeleton:LUArm3
Skeleton:LHand1
Skeleton:LHand3
Skeleton:LHand2
Skeleton:RUArm1
Skeleton:RUArm2
Skeleton:RUArm3
Skeleton:RHand1
Skeleton:RHand3
Skeleton:RHand2
Skeleton:LThigh2
Skeleton:LThigh1
Skeleton:LShin2
Skeleton:LShin1
Skeleton:LFoot2
Skeleton:LFoot1
Skeleton:RThigh2
Skeleton:RThigh1
Skeleton:RShin2
Skeleton:RShin1
Skeleton:RFoot1
Skeleton:RFoot2
</Markers>

<Data>
Frame#	M0X	M0Y	M0Z	M1X	M1Y	M1Z	M2X	M2Y	M2Z	M3X	M3Y	M3Z	M4X	M4Y	M4Z	M5X	M5Y	M5Z	M6X	M6Y	M6Z	M7X	M7Y	M7Z	M8X	M8Y	M8Z	M9X	M9Y	M9Z	M10X	M10Y	M10Z	M11X	M11Y	M11Z	M12X	M12Y	M12Z	M13X	M13Y	M13Z	M14X	M14Y	M14Z	M15X	M15Y	M15Z	M16X	M16Y	M16Z	M17X	M17Y	M17Z	M18X	M18Y	M18Z	M19X	M19Y	M19Z	M20X	M20Y	M20Z	M21X	M21Y	M21Z	M22X	M22Y	M22Z	M23X	M23Y	M23Z	M24X	M24Y	M24Z	M25X	M25Y	M25Z	M26X	M26Y	M26Z	M27X	M27Y	M27Z	M28X	M28Y	M28Z	M29X	M29Y	M29Z	M30X	M30Y	M30Z	M31X	M31Y	M31Z	M32X	M32Y	M32Z	M33X	M33Y	M33Z	
659	-378.47653	1004.56702	308.29895	-43.41994	988.43982	183.39758	-260.30005	956.79437	84.85141	-72.86330	997.75952	325.70972	-163.91258	1474.85889	303.45105	-53.35153	1353.89551	300.07822	-254.69295	1366.01770	351.68115	-110.85547	1604.42798	-74.36579	-58.75125	1661.42615	92.45378	-269.21899	1686.12292	89.13809	-484.66644	1234.67346	112.37922	-417.12845	1291.16382	235.42345	-420.98608	1418.37012	200.33014	-378.57388	1526.73291	-44.97839	-403.70905	1453.96777	-27.27371	-372.54227	1488.71313	78.24310	253.91150	1380.27625	88.60307	144.02621	1411.38025	165.63275	77.44001	1462.39441	89.24887	289.10477	1465.64502	-227.00166	174.23891	1471.66687	-161.08536	288.20673	1446.56909	-163.65895	-497.26794	514.85815	288.15915	-447.17130	665.46631	180.45346	-412.80292	194.89629	566.84497	-448.64838	288.02365	403.83447	-445.38153	72.09956	463.36877	-488.65485	100.77802	554.65247	9.23910	501.41675	113.42575	-60.34581	607.81482	47.69075	24.91407	79.08791	173.58589	-18.13435	297.48938	71.89705	63.64245	45.76767	3.53589	118.48447	35.61803	86.71824
660	-376.86075	1002.90527	313.12540	-43.50127	988.42065	183.84361	-261.63303	954.70959	87.69421	-71.43521	997.94788	326.54346	-165.07022	1473.78052	306.53769	-54.56418	1351.54590	304.00684	-254.94801	1365.15698	354.97888	-116.04586	1606.70459	-71.50880	-63.08102	1662.13635	95.36344	-273.64734	1685.33411	94.06425	-487.53723	1232.98730	119.77410	-418.62747	1289.84326	242.52725	-423.00125	1416.97986	206.66365	-384.00311	1523.39575	-42.39336	-408.90161	1450.97375	-23.57008	-374.80811	1486.35925	80.90792	248.96176	1363.51636	102.93414	140.27089	1401.11096	175.51416	77.60191	1454.23193	96.74289	260.04657	1461.16187	-214.07030	150.97853	1463.98035	-137.45792	264.71478	1441.15430	-150.71866	-493.43057	512.77319	302.08273	-445.42719	662.19397	190.75009	-407.11642	193.64224	581.18671	-443.72058	286.23450	418.72443	-441.60699	69.95547	480.04364	-482.80103	99.65044	571.13959	9.80895	501.57339	113.24474	-60.91094	607.89465	48.16113	25.15529	78.99338	173.66975	-17.84649	297.03799	72.26501	63.35632	45.55714	3.41247	118.73102	35.81486	86.19302
661	-375.67688	1001.21417	317.96332	-43.68592	988.36060	184.46045	-262.55490	952.50433	91.29636	-70.01427	997.77197	327.63452	-166.47142	1472.91980	310.35394	-56.36128	1349.41345	308.24432	-254.75928	1363.95691	358.44327	-121.40747	1607.98914	-68.17473	-67.43006	1662.71228	98.34277	-278.64075	1684.48767	99.66096	-490.49680	1231.82971	125.90482	-420.38379	1288.82544	248.07437	-425.16248	1415.90247	212.46982	-388.45313	1520.81177	-40.46788	-413.40869	1448.63196	-20.72414	-376.85931	1484.38550	82.81276	244.19516	1348.25195	113.72864	136.69806	1390.76526	183.93898	77.33170	1446.35779	104.13873	230.89235	1456.59644	-199.37900	128.77061	1457.32312	-113.77637	241.13948	1436.45813	-138.02362	-488.73663	510.85645	316.54587	-444.32391	658.72632	201.38829	-401.28146	191.42854	595.82361	-439.08710	283.96344	433.02722	-438.17163	67.16639	495.98599	-482.76724	99.40453	585.04547	10.27923	501.74524	113.07480	-61.11362	608.12268	48.97694	25.48303	79.03540	173.54172	-17.90866	297.00275	72.29585	63.30156	45.51220	3.40484	118.82651	35.87000	85.89645
662	-374.92569	999.60132	322.65973	-44.53058	987.91608	185.53654	-263.69028	950.33081	94.98511	-68.53266	997.55981	328.98697	-168.32399	1471.76111	314.40036	-59.13085	1348.81116	313.51074	-255.64647	1363.00549	362.51520	-127.23546	1609.07397	-64.90234	-71.89699	1662.82849	101.61841	-283.28055	1683.23022	104.97018	-493.17038	1230.83752	130.48236	-423.08261	1288.02466	252.54718	-427.56281	1414.96436	217.10980	-392.11087	1518.32813	-39.01867	-416.82071	1446.37671	-18.53209	-378.16861	1482.65186	83.99263	234.03848	1331.09473	120.14703	131.69450	1379.94922	191.98170	75.75014	1438.62488	110.78882	201.03685	1452.22974	-184.65401	108.19891	1452.19995	-89.88638	236.04361	1433.28442	-142.26178	-484.10263	508.99274	331.00125	-442.98944	655.38129	212.21552	-398.49255	190.32263	609.63666	-435.27945	281.79996	447.33191	-435.03458	63.89320	510.65182	-471.32864	97.25546	592.88379	10.20519	501.36972	112.81657	-62.37316	607.98682	49.75607	25.77650	78.87006	173.51866	-17.98375	297.02643	72.23787	63.13050	45.31739	3.25692	118.70500	35.95729	85.69353
663	-374.43289	998.00952	327.54797	-45.42014	987.38293	187.48688	-264.77893	948.23047	98.19333	-68.18246	997.21912	330.63058	-170.95000	1470.79028	318.73676	-60.35538	1346.44641	317.40311	-256.62305	1361.77319	366.58563	-132.98132	1609.27063	-61.27505	-76.13000	1662.88904	105.05575	-287.35587	1681.64355	110.54279	-495.78217	1230.20532	133.58279	-426.05319	1287.15051	256.19165	-430.44269	1414.06860	220.94778	-393.91391	1516.01465	-38.64268	-419.39227	1444.26086	-17.23140	-380.44095	1481.48096	85.22314	225.48335	1316.37708	127.75220	124.52576	1369.00623	199.40605	73.30679	1431.29883	116.98521	172.14679	1449.54626	-169.35751	87.89281	1448.33716	-67.24676	209.84933	1429.39514	-127.18803	-478.86084	506.87271	345.71530	-441.58459	651.78979	223.37698	-393.36191	186.27731	623.31726	-431.01566	279.05386	461.03549	-431.82449	59.82661	524.77612	-467.24017	96.12819	604.64764	10.28760	501.34332	112.74028	-63.35858	608.19904	50.14399	26.17061	79.00280	173.47067	-17.87373	297.00540	72.21508	61.60198	42.25777	4.41159	118.60270	36.00591	85.31433
664	-374.12344	996.16772	332.41125	-46.56140	986.89105	189.82129	-266.09586	946.40247	102.10704	-67.92786	996.45642	333.19400	-173.91962	1469.77588	323.42975	-62.08615	1345.12463	321.56912	-259.16061	1360.37573	370.93506	-138.49802	1609.04602	-57.10259	-80.51886	1662.73328	108.54912	-291.46863	1679.91650	115.99269	-499.06857	1229.62036	135.55254	-429.15329	1286.33228	258.73853	-433.45859	1413.29858	224.32112	-394.87643	1513.58569	-38.58475	-420.13785	1442.47620	-16.65985	-380.74579	1480.28052	85.10987	216.01532	1302.46216	133.97972	116.54302	1358.36536	205.21800	69.76747	1424.37781	122.46825	142.81004	1447.25000	-154.24060	69.22118	1445.51807	-44.30822	168.17334	1424.12927	-100.91086	-474.01633	504.25189	359.67221	-440.16034	648.06854	234.22893	-389.22028	182.14189	636.03143	-427.01007	275.76764	474.40839	-429.83984	55.72361	537.41266	-463.27655	91.93074	617.00934	10.43733	501.41174	112.62926	-63.93381	608.37854	50.97242	26.29592	78.97776	173.37846	-18.03938	296.75864	72.25436	62.82803	43.08107	4.81118	118.55331	35.96101	85.23717
665	-374.65262	994.42151	337.14215	-47.50974	986.29999	192.24356	-267.73840	944.51550	106.67474	-68.44254	995.52081	335.83765	-177.34576	1468.25916	328.49609	-64.74326	1347.20923	327.27420	-261.49515	1358.79138	375.41019	-144.15871	1608.41943	-52.65184	-84.97706	1662.05542	112.73795	-295.93668	1678.19104	121.76240	-501.77591	1229.41577	136.36073	-433.18030	1285.42407	260.41983	-436.43753	1412.21387	227.22137	-394.28387	1511.24365	-38.68262	-420.96655	1440.46167	-16.37045	-381.91995	1479.13232	85.43851	205.23538	1289.18542	138.54613	108.36142	1347.94312	209.12091	65.25107	1417.89197	127.22164	115.31606	1445.07556	-138.76428	50.48531	1442.99512	-23.64062	144.36212	1419.71228	-87.07590	-468.85214	502.07596	374.14755	-437.81934	643.94653	244.95943	-384.85046	175.09143	647.61249	-422.27423	272.23074	487.05603	-431.43921	54.16671	547.30615	-459.85913	86.78166	628.47974	10.39667	501.46359	112.76067	-64.44938	608.67120	51.98653	26.45393	78.98981	173.30348	-18.09870	296.73746	72.31239	62.84264	43.05162	4.67435	118.55122	36.02610	85.09282
666	-374.94351	992.09503	342.02173	-49.45231	985.69580	195.03152	-269.34967	942.83075	111.25211	-69.60540	994.22479	339.19077	-180.79587	1466.71570	333.69803	-66.59309	1345.42468	331.93863	-264.82617	1357.15356	380.27597	-149.29771	1607.03723	-47.48169	-89.37314	1661.36938	117.17212	-300.51169	1676.77209	127.54415	-503.51770	1228.90491	137.00499	-437.10919	1284.19531	262.38455	-439.86237	1411.01184	230.10229	-392.59647	1508.71777	-39.62413	-419.89072	1438.74524	-16.17196	-381.12839	1477.88477	85.40992	194.04541	1276.74475	141.85382	99.22256	1339.43726	213.08958	59.94510	1411.73743	131.57388	88.41977	1443.15076	-123.58807	33.10844	1440.25623	-3.54032	120.14091	1414.74353	-75.55726	-462.98770	499.53458	387.87381	-435.67389	639.99164	255.87735	-382.04108	169.31502	658.72717	-417.99588	268.26108	499.14731	-427.31992	47.59808	558.16858	-450.58295	87.08292	631.93488	10.38184	501.73633	112.87238	-64.88789	609.07617	52.71053	26.62472	79.10085	173.17378	-17.76635	296.97531	72.20380	62.84264	43.05162	4.67435	118.62389	36.05139	85.07616
667	-375.98465	990.22443	347.76257	-51.66092	985.10510	198.90863	-271.36536	941.47339	115.63523	-70.44450	993.00000	342.44601	-184.83653	1465.04565	339.45853	-66.68925	1342.60535	336.13171	-268.42181	1355.07593	385.22864	-154.60544	1605.72522	-42.23710	-94.06818	1660.15027	122.16490	-305.03961	1675.03369	133.74573	-505.75049	1228.37122	137.33237	-442.13376	1282.71741	263.70905	-443.58920	1409.45483	232.46773	-390.17993	1506.16943	-39.76913	-419.47116	1436.83411	-15.76860	-379.40921	1476.49609	85.14893	182.12764	1265.12915	143.29266	90.76938	1332.51221	216.72754	53.54787	1405.99048	135.08551	62.65757	1441.12634	-108.90411	17.14165	1436.92432	15.21219	96.32410	1409.69531	-64.69796	-458.03354	496.67886	401.36035	-432.40247	636.16846	265.69608	-379.68741	163.08038	669.28796	-418.09848	266.39359	508.00186	-418.70502	53.23976	558.36505	-447.83365	79.82111	641.90076	9.91824	501.72855	113.07496	-65.51570	609.44000	53.39961	26.80106	79.25987	173.17593	-17.70805	297.15884	72.13160	62.85006	43.09789	4.71223	118.68566	36.09675	85.04087
668	-377.34149	987.77838	353.57880	-53.06573	984.37921	202.84213	-273.95493	939.97113	120.79333	-72.12033	991.26453	346.51578	-188.90176	1463.01880	345.24567	-70.83813	1340.50769	340.92230	-272.88162	1352.90088	390.13110	-159.62505	1603.56140	-36.66322	-98.70002	1659.09106	127.33418	-310.16193	1673.28491	139.85504	-507.86502	1227.88611	136.57208	-446.30536	1281.15735	265.47180	-447.17441	1407.78540	235.00430	-386.53500	1503.30688	-40.09851	-417.29089	1435.10327	-15.32057	-376.43185	1474.13831	85.38443	169.41547	1254.41711	143.59882	83.82344	1327.43909	219.95901	46.62711	1400.93738	138.09703	32.21338	1437.97253	-95.76576	1.99266	1432.94629	32.06858	72.70479	1404.55408	-55.10863	-453.13824	493.98737	414.16296	-430.24084	632.21765	276.42288	-371.67908	151.53938	680.31873	-415.45163	263.44672	518.74286	-415.63336	47.52958	566.20276	-454.30832	56.10091	666.19299	9.52727	502.13599	112.36528	-66.16259	609.82605	54.06587	27.10036	79.60463	173.16455	-17.65627	297.23264	72.06616	62.91548	43.14688	4.72286	118.78602	36.30054	84.90588
669	-379.26166	985.00726	359.34982	-55.98557	983.38721	206.95996	-276.93097	938.63409	125.85166	-74.25543	989.69037	350.62125	-193.18100	1460.74414	351.17111	-74.28647	1338.56970	345.36118	-276.96982	1350.41809	395.56482	-164.42464	1601.68787	-30.31078	-103.48822	1657.33203	133.45140	-314.22827	1671.33899	145.79242	-509.29987	1227.28198	136.37498	-450.63361	1279.28577	267.00879	-451.03766	1405.88867	237.90355	-381.79822	1500.06750	-40.05343	-415.07498	1433.13928	-14.72440	-372.80151	1471.76331	85.36372	156.29588	1244.63318	143.12271	76.26873	1322.48096	222.83189	38.06574	1396.06738	140.48483	5.34243	1434.86169	-84.21084	-12.91563	1428.45410	46.85043	47.56303	1398.37683	-46.80460	-447.34506	491.83762	427.19604	-427.68396	628.23645	287.19647	-368.81012	144.73659	689.74597	-411.64740	259.46503	529.52985	-413.21359	43.27196	573.19855	-451.20859	47.21728	675.33472	8.54048	502.34799	112.00903	-66.96331	610.46149	54.66289	27.48996	79.89561	173.17337	-17.94322	297.33304	71.80968	62.92278	43.14356	4.78436	119.00633	36.48865	84.67201
670	-380.82214	981.99969	367.97015	-59.03745	982.08691	210.90097	-279.89395	937.06165	131.63322	-76.44234	987.51709	354.95117	-197.65532	1458.20972	357.23615	-77.79731	1336.49304	350.43439	-281.73627	1347.90942	401.22678	-169.54518	1599.53723	-24.06985	-108.34631	1655.63135	139.70351	-319.54276	1669.34692	151.92284	-511.80817	1226.51794	135.60957	-455.51285	1277.21277	268.61185	-455.09933	1403.55652	240.54889	-376.30063	1495.94312	-40.38932	-411.73776	1430.19043	-14.65278	-369.02167	1468.39294	85.94904	142.38663	1236.00342	141.31685	68.41929	1318.08325	222.51703	28.88919	1391.61060	142.87476	-21.61679	1431.23804	-73.81979	-28.00742	1423.19470	59.44293	21.66770	1391.58752	-39.54959	-442.59024	488.72446	438.94366	-425.33359	624.05890	297.72153	-365.93726	138.08662	699.30804	-407.59042	255.71832	539.08344	-412.55319	42.26073	578.46844	-449.09933	39.86108	683.37860	7.56032	502.89148	111.15227	-68.30361	610.97742	54.83500	28.26055	80.58315	172.94096	-18.36635	297.63815	71.24033	62.97636	43.16921	4.75883	119.21864	36.51581	84.23714
671	-382.76746	979.26855	374.91602	-61.83619	980.56787	215.62308	-283.80301	935.25848	138.00909	-79.06037	985.29779	359.13794	-202.45374	1455.64380	363.39417	-81.91630	1334.22314	355.54504	-286.58691	1345.10510	406.93665	-175.02426	1596.37488	-17.73369	-113.90708	1653.05432	146.47769	-324.88254	1667.22168	158.31996	-513.31970	1225.48523	135.55507	-460.42081	1274.88013	270.28433	-458.95279	1401.39502	243.50340	-370.24838	1490.89050	-40.16636	-407.50186	1426.54175	-13.97284	-365.14050	1464.78796	86.48281	128.34959	1227.98071	138.50554	61.23191	1314.09448	223.68686	19.03130	1387.47192	143.85420	-47.14606	1426.76379	-63.89882	-42.05456	1418.26599	70.00641	-3.75792	1384.94617	-32.88824	-437.90436	485.91647	451.03217	-422.77289	619.80469	308.28210	-361.69684	131.60396	706.76648	-403.98535	251.79759	549.17090	-413.03070	41.98307	582.80011	-448.12067	35.83073	689.29956	5.92911	503.37250	109.40502	-70.42699	611.56592	55.02402	26.74963	78.40947	175.02130	-18.76559	297.93069	70.38280	63.05373	43.22067	4.75798	119.72660	36.67041	83.79420
672	-385.31024	976.33124	381.85025	-65.69791	978.86078	219.81789	-288.32123	933.02118	144.09946	-81.65466	982.63965	363.63342	-207.96140	1452.96252	370.14627	-86.21951	1332.06750	361.09305	-291.55658	1342.02515	413.27277	-179.61954	1593.93506	-10.44492	-118.81295	1650.54700	153.54419	-329.73196	1664.53552	164.62105	-515.80695	1224.34912	135.23589	-465.33478	1272.44299	272.27930	-463.52289	1398.83423	246.89825	-363.19919	1484.91321	-40.00970	-402.17969	1421.78040	-13.52111	-360.40372	1460.06128	87.11244	113.97723	1221.24817	135.82500	55.18301	1310.53284	223.79904	9.58332	1383.53418	147.04596	-67.82091	1423.71362	-52.30044	-55.74633	1413.64954	78.54387	-29.41174	1378.86511	-27.41006	-434.76462	483.29330	462.11276	-420.08853	615.67346	318.51550	-359.03543	125.31066	712.98950	-396.64102	249.88281	552.96411	-412.52991	41.34089	586.06976	-447.16022	32.08387	693.26941	4.49776	504.47433	106.29344	-73.28963	612.31506	54.60701	29.45922	81.29263	175.07980	-19.83732	297.93933	68.86756	63.17794	43.14666	4.61708	120.68098	37.27089	82.95393
673	-387.83865	973.24768	389.56189	-69.19930	976.80548	223.37978	-292.72018	930.62463	150.85039	-83.98296	979.63312	367.71994	-213.37898	1450.09875	376.42264	-90.64114	1329.88428	366.72272	-296.52676	1338.79419	419.43539	-184.84850	1591.42932	-3.62422	-124.33330	1648.27063	160.73209	-335.35876	1662.06274	171.50592	-517.25836	1222.84424	135.90076	-470.99103	1269.82483	274.87482	-468.02286	1395.98218	251.04672	-354.93896	1477.73157	-39.65391	-396.28522	1415.78699	-13.13522	-356.33292	1454.88208	87.87778	99.06773	1215.51086	132.57869	48.75794	1307.63062	223.33340	0.77747	1380.84131	149.65057	-91.06992	1419.17041	-44.05674	-70.05019	1409.57080	85.30244	-52.76725	1373.66333	-22.18203	-431.45215	480.58542	473.14893	-418.75015	612.05371	326.37250	-356.23856	118.73805	718.77069	-395.97018	245.51193	560.80145	-412.53806	41.07660	588.75659	-446.53619	28.48893	697.82184	1.59013	505.06406	103.21092	-76.93119	613.42230	53.32574	30.91638	83.42536	174.62729	-20.95885	298.50891	67.04920	63.44783	43.12162	4.51467	121.04503	37.63765	82.17287
674	-389.87839	970.06665	397.25461	-71.88400	973.92719	225.80757	-297.72263	927.59637	157.48787	-86.31741	976.21954	372.02069	-218.58188	1446.85596	382.71878	-95.13010	1327.56750	372.57321	-301.98581	1335.38965	425.45621	-190.04289	1588.91541	3.26415	-129.95955	1645.35413	167.83548	-341.02191	1659.26135	177.87479	-519.72101	1221.12170	136.62827	-476.72681	1267.14185	277.76114	-472.48386	1392.99646	254.96117	-346.45889	1469.09827	-38.65240	-390.14328	1408.47437	-12.62153	-352.33682	1449.03259	88.82948	85.28167	1210.98950	130.73332	42.08949	1305.36047	222.75977	-10.48295	1377.00464	149.71585	-112.51550	1414.47864	-37.40743	-84.56141	1405.75659	90.70659	-73.45045	1368.74414	-17.17342	-428.50217	477.50864	483.57709	-418.15250	607.47198	336.72165	-352.24713	112.00911	723.93896	-393.81531	241.18954	567.58929	-412.40302	40.46571	591.52600	-434.56897	42.67919	684.53027	-0.90703	506.71680	98.75262	-81.47550	614.47614	52.18011	32.12891	85.98016	173.64313	-21.55831	299.55823	64.28615	63.49542	43.21183	4.45779	121.69415	38.46651	81.26577
675	-392.08945	966.66443	404.51581	-75.95422	971.72699	230.91737	-302.59903	924.20905	164.47943	-88.61729	972.59900	376.20837	-224.09491	1443.64478	389.14423	-100.15850	1325.06580	377.75720	-306.40497	1331.83875	431.89206	-195.25194	1586.02942	10.60005	-135.84853	1642.25671	175.16112	-346.86676	1656.47729	184.69232	-521.68518	1219.25964	138.73424	-482.33505	1264.21277	281.58633	-476.51663	1388.79077	257.10269	-338.38821	1459.16492	-37.28530	-383.83737	1400.21240	-11.43421	-349.27377	1442.52612	90.22175	73.64705	1207.90088	127.09180	34.42438	1302.97095	221.82715	-21.21272	1374.12390	151.84058	-131.03409	1409.95923	-32.85765	-98.64831	1402.24170	94.46156	-90.96744	1364.41089	-12.96216	-427.37457	474.10135	492.88477	-417.81311	604.37524	348.33859	-349.61829	106.31865	727.95941	-389.99677	240.65388	568.51813	-411.86603	40.17544	592.98199	-434.12292	39.66810	688.00610	-4.54258	508.02011	93.44949	-86.92799	615.78015	50.51079	33.70856	89.37868	172.52171	-23.52904	300.67087	61.58203	63.66196	43.10044	4.27896	122.28671	39.23656	80.32366
676	-394.02191	963.48315	412.13351	-79.63664	969.20947	235.56239	-307.51224	920.90607	171.67038	-90.72467	969.02118	380.68713	-229.12712	1440.52954	395.43781	-105.02522	1322.52576	383.34756	-311.14954	1328.17871	437.86713	-200.80405	1582.83801	17.55291	-141.86034	1639.12463	182.34163	-352.49631	1653.66370	191.09798	-523.76923	1216.93738	141.18196	-487.87830	1261.15601	285.57959	-481.91553	1385.72278	262.95309	-330.26160	1448.35120	-35.60567	-378.13565	1391.16101	-9.37562	-346.36252	1435.96594	91.84256	62.70109	1206.10303	128.17177	27.50474	1301.16064	221.36385	-30.21861	1372.22144	155.34332	-146.85356	1405.27026	-29.26914	-113.53501	1398.33801	98.29143	-105.49136	1360.39624	-9.79404	-426.22061	470.80112	501.79333	-418.98557	601.63342	357.38547	-346.90103	100.00533	731.60815	-387.06067	237.05737	573.26038	-410.81961	40.20226	594.56213	-433.78647	36.52332	691.38593	-7.78180	510.86884	86.65839	-94.92455	616.96735	48.97627	34.82937	93.47969	171.23143	-26.05194	302.75629	57.42019	63.62479	42.95494	3.93454	122.25314	40.29433	78.62294
677	-395.61499	960.09943	419.72144	-83.07640	966.43530	240.22118	-312.42993	917.24286	178.77928	-93.11138	965.54602	385.36511	-234.04607	1437.37207	401.75494	-109.46277	1319.98059	388.54010	-315.66034	1324.15125	443.86804	-205.46376	1580.72314	24.34953	-147.50072	1636.22253	189.25691	-358.39548	1650.74316	197.43561	-525.35968	1213.89636	145.77690	-493.65964	1257.85828	290.32983	-486.29770	1382.31116	268.61615	-324.06076	1437.11816	-32.53516	-375.21860	1383.29187	-5.79118	-344.29575	1430.54944	94.44763	53.06812	1204.91821	129.99646	20.31737	1299.48242	222.62100	-40.77115	1369.58008	157.43050	-159.44313	1400.61902	-26.67398	-126.84944	1394.25659	100.63889	-117.32938	1356.72632	-7.46504	-424.11807	467.10553	510.49686	-420.00900	598.26025	365.59470	-344.13480	94.65879	735.66687	-386.36200	233.16292	578.89050	-411.00537	39.72856	596.83069	-433.75589	34.06066	694.11395	-12.14461	513.64844	79.34686	-101.40117	618.96161	47.08807	35.29498	98.38113	168.92029	-28.27139	305.29080	53.43388	63.64755	42.96550	3.50057	122.34158	41.44112	77.23667
678	-397.85522	956.98737	426.77704	-86.47759	963.89746	242.50999	-317.43094	913.57202	186.02798	-94.49048	962.13599	389.50623	-239.53131	1434.34692	407.55750	-114.30659	1317.92151	393.10818	-320.17630	1320.78210	450.01892	-210.43253	1577.80579	31.62606	-153.84174	1633.60437	195.85132	-362.23926	1647.42554	203.28564	-528.05920	1210.44019	151.12035	-498.91623	1254.48218	296.41928	-490.89764	1378.83594	274.41724	-321.29605	1428.04980	-28.76403	-374.43399	1376.62805	-0.83903	-342.68170	1424.70740	98.63921	46.15698	1204.27124	132.79478	13.64975	1298.16235	225.16580	-49.05458	1367.70605	160.78218	-168.17836	1397.00830	-26.17405	-138.77469	1389.16772	102.19622	-126.72703	1352.83899	-5.88410	-423.62189	464.59604	518.07172	-423.35446	595.76086	372.68848	-342.67981	89.51872	738.86273	-389.21057	225.60878	590.77771	-410.10837	39.68239	598.56366	-434.30139	31.12300	697.76459	-16.75806	517.09076	71.75276	-109.03138	621.35992	45.03044	35.79542	103.82688	165.92299	-31.74140	308.99005	48.44836	63.77341	42.76090	2.87465	122.11378	43.16157	75.97828
679	-399.19543	953.78748	433.83154	-89.46465	961.13391	247.17146	-321.22644	910.39093	192.89629	-96.66980	958.83490	393.77716	-244.73193	1432.10620	413.38745	-118.60159	1316.27698	397.55777	-324.65836	1317.88684	456.20453	-216.06352	1574.66504	37.88230	-160.16690	1630.51733	202.36938	-368.65433	1645.21326	209.06805	-530.89001	1206.15430	158.00331	-503.97568	1251.18396	302.79279	-496.37738	1376.95068	280.93326	-325.18109	1421.94617	-23.54718	-378.33054	1370.81738	4.69664	-340.67700	1416.14172	103.71091	41.46343	1204.15051	136.44122	7.65502	1297.34180	228.95642	-55.75801	1366.59363	164.72624	-172.94955	1392.66467	-25.33401	-148.36945	1384.19946	102.65114	-126.52153	1349.83240	-0.65904	-423.14127	462.41824	525.33191	-426.58414	593.39795	379.92566	-342.10254	85.61575	742.25348	-389.13409	222.92162	595.57483	-409.87436	39.88789	599.88873	-435.37939	28.94147	699.97510	-21.50429	521.50513	64.15765	-116.48705	624.67773	43.23557	35.30364	109.53233	162.26285	-34.52663	312.92352	42.74996	63.40343	42.68928	1.41305	121.38042	45.30050	74.01101
680	-400.60989	950.99353	440.19443	-92.23035	958.79535	250.89651	-325.50620	907.48944	198.80421	-98.11535	956.31323	397.88190	-249.39487	1430.27881	418.40869	-122.78425	1314.98853	402.03964	-327.94952	1315.77039	462.31189	-220.90724	1571.56763	44.38720	-165.64131	1627.78564	208.95683	-374.95767	1643.36243	213.80328	-534.55920	1200.80042	166.14479	-508.59189	1247.52856	310.21167	-500.72330	1372.47266	286.05444	-333.06934	1418.49072	-17.12129	-386.69345	1367.94946	11.52956	-339.83368	1405.48096	110.85641	38.91484	1204.30530	140.91428	2.89364	1296.99646	233.65016	-60.19048	1368.56140	169.31448	-177.14801	1387.52991	-25.96567	-155.25061	1379.61292	101.57964	-131.18221	1346.38965	-1.62653	-423.60321	460.59467	531.64447	-429.76013	591.51337	387.09814	-342.36908	82.15892	744.98340	-389.35562	220.51251	599.74640	-409.03998	40.07478	600.99255	-435.72971	27.20883	701.96246	-27.80622	525.03400	59.28017	-124.32376	628.52661	41.28037	35.01051	115.64288	158.11652	-38.32199	317.11884	37.80111	62.94309	42.69083	-0.16092	120.53907	48.32492	71.62211
681	-402.43268	948.75464	446.10938	-95.14847	957.30798	254.04182	-328.82645	905.48541	204.00224	-100.14245	953.93073	401.35211	-254.50066	1429.13367	422.82678	-127.15164	1313.95203	405.88025	-332.01257	1314.45325	468.68317	-226.25658	1568.67090	50.07298	-172.29698	1625.47351	214.92249	-380.87558	1642.06653	218.05251	-538.72723	1194.71680	175.93658	-512.60870	1243.68542	319.00290	-504.71927	1367.98169	292.24969	-344.21170	1415.94373	-10.47618	-396.93100	1365.11426	19.07951	-343.77246	1396.57983	116.99386	38.50148	1205.50305	145.93092	-0.45679	1297.20154	238.98213	-64.14118	1367.43848	173.48196	-179.28783	1380.57214	-27.09101	-159.06683	1376.42139	101.07255	-133.10167	1341.25220	-1.84683	-424.51834	459.13330	537.36798	-432.96271	590.39630	393.49640	-342.15997	79.19341	747.48358	-390.44312	217.95552	603.33496	-408.92688	39.82057	602.07770	-436.22522	26.28712	702.69318	-31.76324	530.08020	52.01388	-131.90193	632.53046	39.46265	33.69081	121.35269	153.29431	-44.29464	321.43860	33.66607	61.07352	42.93764	-2.14479	118.57723	51.96117	69.06751
